Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
,,,,,
09-06-2020,701.6833496,722.6131326,699.7889459,712.2509334,25857161
10-06-2020,717.6602783,721.0382562,703.0071606,704.3993925,22132647
11-06-2020,701.9344482,715.7430268,698.8760177,714.8529064,20385805
12-06-2020,725.2607422,727.1779664,683.3555346,684.7250064,38548899
15-06-2020,737.0151978,742.6755886,712.6161537,714.3964549,53107403
16-06-2020,738.453125,752.5356103,723.663023,750.002172,51187003
17-06-2020,737.3803711,746.5556629,731.3319714,734.1393161,41782053
18-06-2020,755.8907471,760.0447429,732.9296371,733.568732,40471557
19-06-2020,803.1367798,816.557349,758.6753146,762.3271386,105804173
22-06-2020,797.0884399,823.5872728,791.998622,809.5276077,60198705
23-06-2020,785.5621948,805.1225069,783.3710641,798.8458417,37962078
24-06-2020,788.7347412,809.2080549,781.3625709,792.4094463,51586221
25-06-2020,784.192688,798.3893355,781.9787369,788.3466838,39679374
26-06-2020,795.0341797,799.7588088,783.7818601,789.1684046,30921913
29-06-2020,786.5892944,794.1669095,783.1200344,788.8260661,25621946
30-06-2020,777.8932495,794.7374375,773.9902793,792.9115557,30276420
01-07-2020,793.1854858,798.3894064,779.6963935,785.1513999,28464103
02-07-2020,806.8405151,810.1634994,795.2444705,798.8883026,28789533
03-07-2020,819.4677124,821.8053003,810.3467369,815.7551405,29434266
06-07-2020,848.7557373,851.5974194,821.3927498,827.3053688,47016185
07-07-2020,835.7617798,854.5079474,827.9012815,852.5141811,35189589
08-07-2020,824.0970459,841.0326934,820.4303006,836.0367907,26204095
09-07-2020,836.128418,841.0555804,818.7114691,829.1387493,36418942
10-07-2020,860.7871704,863.7893066,836.1283855,838.0763855,43759967
13-07-2020,886.8897095,892.7106145,870.8477446,872.3831828,69608392
14-07-2020,878.6395874,889.9606105,865.0268636,886.431406,67331128
15-07-2020,845.1806641,906.9650492,824.0970303,888.2417955,139669773
16-07-2020,844.9057007,856.6392249,830.7200216,846.5557057,60961724
17-07-2020,876.2103882,880.0146136,842.4306265,845.6390437,49726765
20-07-2020,879.96875,885.5146947,870.6873804,879.0062672,36592938
21-07-2020,903.6420288,906.1400103,887.5772116,888.7230619,42173371
22-07-2020,918.5152588,921.2652874,898.6690683,908.8900677,59771457
23-07-2020,943.1739502,953.2115816,912.7171736,918.4922517,58333751
24-07-2020,983.668335,991.3913523,943.1739279,943.2655814,120597372
27-07-2020,988.2746582,1007.8,975.3036309,998.6331978,80304827
28-07-2020,998.1290894,1005.60006,985.7309555,988.274764,55114422
29-07-2020,960.9804688,1000.466506,948.9719242,998.2206928,72663399
30-07-2020,966.5722656,980.7120569,949.6823852,962.0576046,72857444
31-07-2020,947.4365234,975.8078204,940.8822695,969.1619129,74958061
03-08-2020,920.8069458,942.8072957,918.1026833,940.1947473,46715383
04-08-2020,985.7080078,993.2248054,916.7964728,926.1237297,92041055
05-08-2020,974.6390381,1006.516625,970.9035529,994.1414667,74549993
06-08-2020,978.1453857,993.5456555,966.0910135,988.6414064,49322975
07-08-2020,983.8059082,989.0080918,971.7745098,976.1745436,32984416
10-08-2020,971.6140137,992.3081198,966.2285233,989.603918,26958997
11-08-2020,978.0078735,990.0164186,962.6763444,978.4662015,46828306
12-08-2020,975.1661377,983.1413237,965.6326607,972.141088,30264617
13-08-2020,972.6223755,980.3453931,967.0993443,975.3494907,24830322
14-08-2020,968.8410645,988.6413672,957.5887818,972.8515102,33224635
17-08-2020,958.5513306,964.8076502,948.8115727,964.8076502,30979066
18-08-2020,971.0181885,978.2370513,954.4262424,955.6408328,30547672
19-08-2020,976.9766235,987.2664239,972.3015687,981.3079778,34087543
20-08-2020,961.1638184,973.4702979,957.0158318,971.682752,22537845
21-08-2020,954.1970825,972.5994884,951.974122,970.7661158,25280895
24-08-2020,960.5679932,964.5784388,948.9948629,958.574227,32717218
25-08-2020,954.3116455,967.6952354,952.4324461,965.265994,19388008
26-08-2020,979.6120605,984.4933962,938.2239085,955.6408575,59870421
27-08-2020,967.3743896,985.4330344,964.0055788,984.5163177,28085062
28-08-2020,969.9182129,977.5954041,965.3806383,971.6827848,27166900
31-08-2020,953.6699829,996.4331786,944.3427264,996.4331786,62076132
01-09-2020,956.6721191,972.7827632,945.2822958,962.5159374,38616258
02-09-2020,975.4411621,979.9329099,955.640859,958.8492156,26949439
03-09-2020,968.0618896,980.276655,963.8909897,975.3494927,18586429
04-09-2020,952.0886841,961.1180064,949.7740701,954.9762536,28475945
07-09-2020,954.5637207,965.1513943,936.9634046,955.1825029,21926473
08-09-2020,965.7702026,972.1410891,953.5782899,958.8492134,27397082
09-09-2020,990.6351929,993.5915026,954.0137474,955.6408998,55310877
10-09-2020,1060.600952,1074.786631,997.0519343,1000.604113,140304404
11-09-2020,1063.236328,1071.532301,1048.271595,1059.684271,59470807
14-09-2020,1055.352905,1081.684609,1045.933935,1065.642705,44063445
15-09-2020,1062.823975,1065.986505,1048.752861,1059.661445,27178393
16-09-2020,1065.436401,1085.970054,1059.019688,1063.350921,33952295
17-09-2020,1053.611328,1069.63032,1050.448677,1063.350965,25828669
18-09-2020,1056.796753,1063.0989,1043.436076,1060.715545,33074915
21-09-2020,1033.948364,1070.684311,1030.052364,1054.18402,33627381
22-09-2020,1013.460571,1043.642268,1009.060477,1043.642268,34792254
23-09-2020,1022.466919,1043.5277,1010.779282,1035.850509,42988708
24-09-2020,999.7332764,1020.266868,997.372775,1011.970955,29826318
25-09-2020,1009.129211,1014.216828,993.3623281,1003.308306,28374935
28-09-2020,1015.798096,1025.767048,1011.581369,1020.725258,19666849
29-09-2020,1028.998291,1037.683791,1015.798069,1019.808575,25842539
30-09-2020,1024.094116,1039.05885,1019.808589,1035.850493,24465159
01-10-2020,1019.923157,1037.592153,1014.7668,1037.592153,20783227
05-10-2020,1013.941772,1030.877419,1011.10009,1028.516978,18922799
06-10-2020,1013.093872,1023.887766,1009.106279,1019.923147,18412175
07-10-2020,1034.704712,1058.30924,1017.516897,1024.391998,53170865
08-10-2020,1026.339966,1039.517336,1018.479467,1035.392202,21077808
09-10-2020,1023.68158,1032.642162,1016.187695,1024.392015,18545499
12-10-2020,1025.331543,1033.902476,1020.381528,1024.391974,14226473
13-10-2020,1045.338257,1047.652871,1020.198168,1022.375302,23112012
14-10-2020,1048.454956,1056.017581,1039.746421,1044.51325,26742011
15-10-2020,1011.329285,1049.600735,1006.058361,1049.600735,20036197
16-10-2020,997.2581787,1023.246061,995.814394,1015.225169,21583600
19-10-2020,997.4415283,1021.504446,987.7934843,1003.789562,31200385
20-10-2020,988.137207,1005.141654,986.464228,998.7248807,18482288
21-10-2020,973.7911987,1004.683392,961.4847186,993.6832168,34082321
22-10-2020,965.701416,977.412027,958.3908994,975.0744996,30802210
23-10-2020,968.4973145,978.5578595,960.8659502,965.2659839,23422125
26-10-2020,930.0195923,963.4097057,925.16117,963.4097057,37324416
27-10-2020,932.4946289,944.1135253,918.9735593,932.6779359,36478896
28-10-2020,921.9298706,943.1281311,920.0735847,935.8404675,29924017
29-10-2020,929.0111694,935.9321583,912.5567647,915.3067932,30655304
30-10-2020,941.661438,946.5198602,926.6736702,932.0362471,34021563
02-11-2020,860.512207,929.0570677,852.1245801,929.0570677,99366895
03-11-2020,848.1140137,874.972785,841.1014319,866.2643109,88691623
04-11-2020,876.8978271,884.139664,841.9722767,841.9722767,80180117
05-11-2020,896.0565186,898.7836338,885.5146715,896.0336052,37205373
06-11-2020,930.0424805,935.0154695,906.6670862,912.0984638,66674086
09-11-2020,939.9197388,948.3073655,933.1821171,945.1448356,35838510
10-11-2020,955.4345703,957.9325519,935.5655272,951.974106,36934242
11-11-2020,915.3984985,960.2242623,906.6441973,957.4742337,56724780
12-11-2020,907.5150146,920.5548432,900.6399128,907.9734033,40046527
13-11-2020,915.0317993,933.4800313,908.3171518,908.4317186,45388670
14-11-2020,917.7360229,923.6944688,914.5505797,923.5111619,5226220
17-11-2020,913.5880127,955.6408333,909.8067007,955.6408333,46542562
18-11-2020,910.8151245,919.6611401,898.3940776,913.5880666,30402290
19-11-2020,904.3754272,921.4715288,902.1066399,910.8151146,27796343
20-11-2020,870.6186523,909.2567773,868.5560853,905.2233573,57471248
23-11-2020,894.0856323,902.9315867,882.8791767,894.2231125,45327567
24-11-2020,900.2045288,904.7650168,885.5146947,900.1816154,30936268
25-11-2020,892.7564087,913.4505141,890.1897478,907.5149819,32637879
26-11-2020,894.956543,900.6399681,884.6209763,895.1628239,25838637
27-11-2020,884.5062866,896.5606584,880.6562345,889.4105356,47336811
01-12-2020,896.0106812,901.2128645,884.6209183,889.3417997,19750687
02-12-2020,897.5003052,899.2649377,886.8897179,897.6606988,22188887
03-12-2020,900.2045288,908.0192609,897.7294606,903.8483608,27785372
04-12-2020,892.2752075,902.4732935,889.1814177,902.4732935,18464552
07-12-2020,897.5231934,900.6398964,889.4564147,889.4564147,18242188
08-12-2020,913.8171997,923.2131962,893.7647896,898.8753194,43403061
09-12-2020,929.0341187,932.1737957,916.3381119,921.2423609,29175254
10-12-2020,919.8901978,929.7445221,917.1401693,926.5819923,16065507
11-12-2020,919.340271,934.098845,904.8795708,922.6402811,26944202
14-12-2020,912.6942749,923.5569696,910.4254877,920.325639,17312747
15-12-2020,904.925415,911.9609102,898.8523419,911.9609102,18551265
16-12-2020,905.9337769,914.3672911,900.9607876,911.1817872,18561011
17-12-2020,910.0817871,918.9736296,906.2088214,909.5776323,20252358
18-12-2020,912.8088379,918.9277378,900.6398994,907.5608884,18466344
21-12-2020,889.0438843,926.765352,850.3370204,921.2652947,44135540
22-12-2020,887.6688843,897.8440568,865.5539068,893.3064823,28140001
23-12-2020,890.9460449,894.4294226,880.3124838,884.5980112,19501410
24-12-2020,914.0006104,916.1318568,891.8856323,892.3897871,20776988
28-12-2020,918.194397,924.9320185,914.5276518,919.7527485,17221499
29-12-2020,912.1213989,922.3194849,908.6837874,920.8069601,18611939
30-12-2020,914.6192627,919.9818394,905.4753741,914.5046959,22043630
31-12-2020,909.9442139,922.1360654,906.8733376,913.7026124,18781189
01-01-2021,910.9526367,915.3068437,908.4317418,911.1817704,10015175
04-01-2021,912.4880371,916.177635,902.0149305,914.4359765,24513534
05-01-2021,901.144104,909.1650559,896.5148156,902.4732612,24123091
06-01-2021,877.3791504,901.0982457,873.2082504,901.052419,46401468
07-01-2021,875.958313,891.4731498,873.2082843,880.24378,32325918
08-01-2021,886.2938232,888.4480436,876.393672,879.0978738,27540187
11-01-2021,869.5873413,888.6313821,867.4102075,888.6313821,33307825
12-01-2021,896.9961548,898.3482254,870.8019304,872.2228018,41161546
13-01-2021,888.6314087,905.2004424,879.3042123,899.9753454,26619458
14-01-2021,898.62323,901.5107994,888.7459919,891.4731072,21553242
15-01-2021,888.0126343,904.6733205,880.037509,898.6232213,20593268
18-01-2021,909.3255005,915.3068598,881.5500714,893.3523359,35100458
19-01-2021,924.1986694,930.8904036,914.2297173,914.2297173,32006615
20-01-2021,941.7531128,943.2656376,917.3235211,926.4903842,30924537
21-01-2021,962.2409058,971.682729,951.0574241,954.2657806,39087742
22-01-2021,939.4155884,969.5515184,932.7925335,967.5576915,30532660
25-01-2021,889.6397095,932.7008388,885.5146364,932.7008388,54207104
27-01-2021,868.5560913,882.3063563,865.3477345,882.3063563,42370131
28-01-2021,860.0997314,881.527188,857.097595,861.7497366,34067814
29-01-2021,844.2410889,876.8520264,838.7638844,868.2352053,43712383
01-02-2021,868.6936035,873.139464,847.0140402,852.2391371,34180952
02-02-2021,882.6729736,889.1814009,850.199517,877.3791368,41470034
03-02-2021,884.8959351,894.681459,870.8477365,883.8188249,30301696
04-02-2021,881.9854126,889.1813618,873.1393978,881.8478718,25626981
05-02-2021,881.7333374,891.3127015,880.0145923,884.6209068,20248046
08-02-2021,894.4294434,902.473309,884.1626171,885.9959292,21183400
09-02-2021,896.5836182,911.915148,894.8190462,899.242054,19604141
10-02-2021,904.9024658,909.692148,883.3604438,895.4836164,21234156
11-02-2021,942.2114258,946.1073653,903.9628909,907.5150086,42539278
12-02-2021,935.7488403,952.4324403,923.7402951,942.1197875,30497029
15-02-2021,931.6237793,944.778175,928.1404016,938.7051622,15791099
16-02-2021,943.953186,953.074162,932.7238163,934.9009501,21421660
17-02-2021,954.8387451,960.65965,939.8738907,944.1822708,23742994
18-02-2021,947.7115479,966.3660004,943.7697816,955.6408465,18646877
19-02-2021,953.4866333,964.7847428,941.1114136,942.807306,23403483
22-02-2021,920.3944092,957.8867434,914.3672837,953.3491688,23804335
23-02-2021,927.4299927,940.9281499,922.9153313,938.6822759,25644108
24-02-2021,944.640686,946.5886255,928.6674611,930.4320936,10807663
25-02-2021,982.8433838,986.3496748,950.1407325,951.5157771,34855693
26-02-2021,956.0075073,978.0536837,949.0865183,970.3077528,37481215
01-03-2021,963.295105,968.0160469,945.3281145,967.1909838,17680764
02-03-2021,965.2659912,976.2661664,957.52006,972.5994817,17150760
03-03-2021,1009.312561,1017.471054,965.8160159,972.1640496,31924461
04-03-2021,997.2811279,1003.743729,988.9622412,999.1832407,21435754
05-03-2021,998.5873413,1013.827217,986.830904,988.1830352,25511666
08-03-2021,1004.270874,1022.971154,993.6831999,993.9123336,19506841
09-03-2021,1004.247864,1014.675144,983.874666,1008.350024,15154484
10-03-2021,1000.076965,1015.271014,994.7143883,1011.558442,11519358
12-03-2021,979.7495728,1011.283399,973.4702793,1006.058302,16864952
15-03-2021,966.5952148,984.92882,953.5782994,980.8725474,16698099
16-03-2021,962.7909546,974.432825,960.4534273,968.9327072,13873801
17-03-2021,942.0510864,963.891044,932.7696561,961.6222566,19210236
18-03-2021,920.8527832,955.5492009,917.1402112,950.0949097,20647480
19-03-2021,954.2658081,960.6138418,908.7984098,912.5568085,41787429
22-03-2021,945.2822876,950.5990377,931.8987588,949.2240538,18572478
23-03-2021,956.7866821,966.9618544,942.3489565,945.0760716,17421165
24-03-2021,938.3613892,953.2345299,935.1988593,953.2345299,16822814
25-03-2021,912.7630005,941.4322312,909.806691,941.4322312,22001648
26-03-2021,914.2297363,922.9611242,904.6275191,922.1819484,20180202
30-03-2021,930.1112671,939.0947629,912.8088845,920.3485955,20441701
31-03-2021,918.1026611,939.5530291,916.2234618,924.9319966,16250796
01-04-2021,926.6966553,930.4321408,918.1256605,924.9320833,11723312
05-04-2021,913.2901611,928.1403884,899.3107631,928.1174751,14875099
06-04-2021,909.4859619,918.9506991,902.473319,918.5152844,14009194
07-04-2021,917.9880981,938.178049,913.610978,916.6818543,24266353
08-04-2021,919.1340332,926.7653979,913.4735214,921.7236684,15369188
09-04-2021,908.4546509,919.5923062,907.5150209,915.9714483,14037885
12-04-2021,875.958313,898.9899475,870.9624103,897.8899239,20901482
13-04-2021,885.4230347,889.4564545,879.0291741,881.8479428,19411189
15-04-2021,891.1522827,898.8065605,876.8062099,882.9021361,19723716
16-04-2021,885.5604858,893.7189787,882.9708508,887.6230527,15656948
19-04-2021,871.6268921,878.3645135,866.2643153,872.6810889,18478808
20-04-2021,871.3748779,879.5562237,866.4706289,875.6603447,17203668
22-04-2021,873.7811279,877.4707865,860.1684047,867.2956141,14490954
23-04-2021,872.8416138,879.510435,868.7165404,873.5978762,11828857
26-04-2021,888.1959839,899.26496,876.1186983,880.0146379,20846778
27-04-2021,911.4797363,915.3985288,888.3793617,889.1814509,19992524
28-04-2021,915.4442749,920.3485237,907.5837773,915.6963826,17122437
29-04-2021,927.7049561,937.0780393,920.0277652,927.1778273,17412606
30-04-2021,914.1610107,933.1821384,910.9755674,920.5777847,19828769
03-05-2021,897.9128418,907.0567313,890.602325,901.0982852,23640186
04-05-2021,878.4561768,901.923285,875.8895158,893.7647922,21849830
05-05-2021,880.0604248,888.4938781,874.5373937,881.5500362,12393609
06-05-2021,885.0563354,886.8897081,873.8727929,880.8625221,14624666
07-05-2021,885.4000854,896.3544336,882.7646237,888.150114,12288548
10-05-2021,882.8563232,892.2981471,880.4500557,888.7231158,13941237
11-05-2021,886.0418091,888.5168167,875.4311612,877.7229224,13478264
12-05-2021,876.874939,885.9271746,874.0561702,884.6438441,13177961
14-05-2021,887.9439087,890.0980685,873.5978362,883.704208,13291616
17-05-2021,898.508667,899.9294777,884.7813161,887.9439066,11873078
18-05-2021,911.1588745,917.8735829,904.0774915,907.9734312,12064918
19-05-2021,915.3297729,924.2216152,903.8483562,907.5150409,16317002
20-05-2021,909.9901123,921.67781,907.9734327,915.719364,11422532
21-05-2021,917.850647,921.081917,910.2651094,913.0151381,10785605
24-05-2021,910.1046143,921.1735896,908.4316959,920.3485265,8551760
25-05-2021,899.7919922,915.3068282,898.3482075,915.0318072,14780102
26-05-2021,902.9545288,907.285883,900.7774557,905.223316,7480204
27-05-2021,905.7275391,913.4734702,899.3795053,903.0691639,26819294
28-05-2021,960.1326294,964.8076842,912.0985079,912.0985079,56469931
31-05-2021,990.1539307,1004.54583,955.663793,963.4326377,59124142
01-06-2021,994.0957031,1009.266779,983.8288161,992.7664852,28013832
02-06-2021,1008.922974,1012.704286,988.6413688,988.6413688,24630162
03-06-2021,1012.77301,1031.267069,1006.562518,1017.975133,23974257
04-06-2021,1003.995789,1015.889706,1001.131133,1015.133443,14468646
07-06-2021,1020.908508,1027.600303,1001.474881,1009.266699,16336573
08-06-2021,1015.041809,1020.793974,1007.502098,1020.541927,9674735
09-06-2021,996.8915405,1017.975174,989.0768086,1017.058518,11409161
10-06-2021,1000.558289,1022.100311,998.060307,1005.324997,14155653
11-06-2021,1017.913574,1024.743725,1002.712602,1004.000468,13762778
14-06-2021,1032.516602,1038.656772,1009.588622,1018.764449,20332436
15-06-2021,1034.862305,1046.314768,1030.400884,1039.921671,15174215
16-06-2021,1017.200623,1033.505452,1014.555973,1032.516621,10797349
17-06-2021,1019.063416,1027.963263,1002.620626,1011.865372,15745975
18-06-2021,1023.662781,1027.963248,1004.667315,1023.593801,29369026
21-06-2021,1028.998047,1033.712393,1011.934379,1013.47517,12186448
22-06-2021,1023.708801,1039.92172,1020.765179,1036.702056,12871913
23-06-2021,1014.32605,1035.138226,1012.647238,1034.862307,16653951
24-06-2021,990.4782104,1018.580463,984.2690598,1015.015962,91461975
25-06-2021,967.9182129,990.4782413,957.1786617,990.4782413,55355022
28-06-2021,959.432373,978.0598867,957.132683,975.99019,20277042
29-06-2021,960.2602539,970.0109737,958.55851,961.0421461,27144063
30-06-2021,970.7698364,976.289068,961.7550226,964.1466856,19762858
01-07-2021,964.9286499,976.5190728,963.5718048,974.1504031,12534407
02-07-2021,979.2327271,981.0035115,962.6289236,964.4916811,14086620
05-07-2021,988.9604492,990.5012403,980.3595744,982.6362712,11702287
06-07-2021,977.2779541,988.3624645,975.162271,986.5457544,10070124
07-07-2021,970.4938965,978.6348455,964.9516715,978.6348455,10454892
08-07-2021,962.4679565,973.6674943,957.1326709,973.6674943,11185460
09-07-2021,952.6252441,962.0539973,950.2795677,960.3521927,9037675
12-07-2021,958.5584717,966.5614,954.1430378,956.557694,8585292
13-07-2021,965.7335205,967.2743116,960.3751809,965.87148,6717133
14-07-2021,959.432373,969.0220793,957.2476493,966.0324701,8532544
15-07-2021,957.7536011,963.5718058,955.9828167,963.5718058,9448356
16-07-2021,971.5747681,972.6556333,960.1682908,960.2372705,8828185
19-07-2021,965.3886108,976.9100544,962.3070286,965.8715299,8354449
20-07-2021,963.0198364,969.5510143,958.5124903,965.6414927,6741464
22-07-2021,975.3922119,976.8640232,965.0206139,974.6103198,7972397
23-07-2021,968.4931641,981.716412,966.8143526,981.716412,9937030
26-07-2021,955.223938,975.5302022,952.5792884,969.5510446,12389668
27-07-2021,945.1742554,958.3745104,939.1950977,955.2009551,10824523
28-07-2021,937.0563354,946.5540685,927.3516023,946.5540685,12897848
29-07-2021,944.3693237,954.0970499,939.8389236,944.7142833,13765738
30-07-2021,936.1135254,951.1304907,934.1817273,946.5541038,11350608
02-08-2021,953.2232056,956.3967607,938.8041262,944.8523243,10925104
03-08-2021,960.2372437,961.7320482,949.4057196,961.2721224,11817299
04-08-2021,967.5963135,972.3106598,959.8922971,963.2958457,13169800
05-08-2021,981.6244507,991.0761366,967.8262496,972.448623,21252078
06-08-2021,960.8352051,987.4656473,956.0978047,979.6466647,16620987
